City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,bingol,38.8847,40.4939,270.48,84,6,2.56,TR,1677462723
295,alihe,50.5667,123.7167,269.33,79,100,1.31,CN,1677462723
296,trincomalee,8.5711,81.2335,299.29,73,92,6.65,LK,1677462724
297,praya,14.9215,-23.5087,293.45,68,75,7.2,CV,1677462724
298,yeppoon,-23.1333,150.7333,304.03,62,100,5.97,AU,1677462724
299,te anau,-45.4167,167.7167,294.25,51,19,1.14,NZ,1677462725
300,biak,-0.9131,122.8766,301.0,69,100,0.98,ID,1677462725
301,nishihara,26.1842,127.7558,290.75,65,75,8.75,JP,1677462725
302,alpena,45.0617,-83.4327,268.33,73,0,2.06,US,1677462726
303,pionerskiy,54.9508,20.2275,272.06,68,92,5.01,RU,1677462726
304,kaitangata,-46.2817,169.8464,291.62,61,66,3.53,NZ,1677462726
305,kavaratti,10.5669,72.642,300.41,71,84,3.05,IN,1677462727
306,muisne,0.6,-80.0333,297.26,87,94,1.8,EC,1677462727
307,takoradi,4.8845,-1.7554,300.31,85,100,4.14,GH,1677462727
308,iskateley,67.6803,53.1512,249.39,100,97,1.84,RU,1677462728
309,bacolod,10.6667,122.95,300.29,79,60,8.11,PH,1677462728
310,bardiyah,31.7561,25.0865,289.57,45,98,8.24,LY,1677462728
311,cidreira,-30.1811,-50.2056,296.63,80,40,3.24,BR,1677462729
312,vanimo,-2.6741,141.3028,300.05,86,100,1.77,PG,1677462729
313,bambous virieux,-20.3428,57.7575,297.16,94,20,1.54,MU,1677462729
314,pidhorodne,48.5753,35.1068,276.2,95,100,3.38,UA,1677462730
315,richards bay,-28.783,32.0377,294.89,90,83,0.81,ZA,1677462730
316,hambantota,6.1241,81.1185,297.29,65,87,4.14,LK,1677462730
317,nizwa,22.9333,57.5333,293.14,38,3,0.69,OM,1677462731
318,ambo,-10.1308,-76.2047,290.13,93,100,1.93,PE,1677462731
319,hampton,37.0299,-76.3452,282.05,91,0,4.12,US,1677462661
320,havelock,34.8791,-76.9013,287.14,92,75,2.06,US,1677462732
321,newcastle,-32.9272,151.7765,303.42,72,20,6.17,AU,1677462732
322,santa cruz de tenerife,28.4682,-16.2546,292.75,87,0,5.14,ES,1677462521
323,touros,-5.1989,-35.4608,299.56,80,64,5.42,BR,1677462732
324,cherskiy,68.75,161.3,246.56,87,5,2.11,RU,1677462733
325,funtua,11.5233,7.3081,296.06,13,96,3.54,NG,1677462733
326,portsmouth,50.799,-1.0913,275.91,80,0,2.24,GB,1677462733
327,bembereke,10.2283,2.6634,299.88,58,100,2.93,BJ,1677462734
328,marawi,7.9986,124.2928,299.62,64,58,2.11,PH,1677462734
329,kirensk,57.7853,108.1119,262.29,89,100,3.84,RU,1677462734
330,la suiza,9.8524,-83.6133,293.23,99,100,0.73,CR,1677462735
331,zhigansk,66.7697,123.3711,240.97,95,97,0.43,RU,1677462735
332,valleyview,55.0667,-117.2859,264.17,86,100,3.6,CA,1677462735
333,bodden town,19.2833,-81.25,298.15,73,20,4.63,KY,1677462736
334,acapulco,16.8634,-99.8901,298.74,75,1,3.33,MX,1677462541
335,vila velha,-20.3297,-40.2925,299.12,87,0,3.6,BR,1677462736
336,axim,4.8699,-2.2405,300.29,85,99,4.08,GH,1677462736
337,roald,62.5833,6.1333,279.12,93,75,5.66,NO,1677462737
338,coquimbo,-29.9533,-71.3436,291.0,94,0,1.03,CL,1677462737
339,chernyshevskiy,63.0128,112.4714,245.97,91,44,1.34,RU,1677462737
340,wewak,-3.5534,143.6268,298.51,93,100,4.54,PG,1677462738
341,orichi,58.4036,49.0572,272.4,92,100,4.88,RU,1677462738
342,hirara,24.8,125.2833,294.07,56,40,7.72,JP,1677462738
343,kiunga,-6.1219,141.2906,303.38,65,100,0.36,PG,1677462739
344,lamu,-2.2717,40.902,299.27,85,41,5.02,KE,1677462739
345,khipro,25.8285,69.3772,294.39,52,16,3.06,PK,1677462740
346,faanui,-16.4833,-151.75,301.49,67,97,4.26,PF,1677462741
347,morki,56.4303,48.9947,273.09,88,100,6.17,RU,1677462741
348,cockburn town,21.4612,-71.1419,296.75,68,0,4.78,TC,1677462680
349,itarema,-2.9248,-39.9167,297.7,91,85,3.32,BR,1677462742
350,harper,4.375,-7.7169,299.25,87,100,4.28,LR,1677462742
351,calbuco,-41.768,-73.1273,287.71,82,69,1.99,CL,1677462574
352,artyom,40.4723,50.333,280.23,84,0,7.92,AZ,1677462743
353,juneau,58.3019,-134.4197,270.49,84,100,0.0,US,1677462738
354,balkhash,46.844,74.9804,257.49,72,0,9.0,KZ,1677462743
355,katherine,-14.4667,132.2667,302.33,70,75,6.17,AU,1677462743
356,constitucion,-35.3333,-72.4167,290.51,53,1,4.91,CL,1677462657
357,kurilsk,45.2333,147.8833,267.82,71,98,7.71,RU,1677462744
358,berlevag,70.8578,29.0864,276.15,81,100,8.75,NO,1677462744
359,tabas,33.5959,56.9244,287.27,44,100,1.03,IR,1677462745
360,sipe sipe,-17.45,-66.3833,291.42,75,100,1.69,BO,1677462745
361,santo tomas,14.1079,121.1414,302.29,79,99,6.21,PH,1677462745
362,oksbol,55.6268,8.2876,270.21,69,30,1.89,DK,1677462746
363,port elizabeth,-33.918,25.5701,293.32,92,100,3.6,ZA,1677462746
364,de aar,-30.6497,24.0123,292.37,45,0,4.5,ZA,1677462746
365,fairview,40.8126,-73.999,281.74,63,0,4.63,US,1677462707
366,san antonio,29.4241,-98.4936,296.77,75,0,9.26,US,1677462448
367,paracuru,-3.41,-39.0306,297.62,91,76,3.19,BR,1677462747
368,goderich,43.7501,-81.7165,272.54,79,90,1.54,CA,1677462747
369,windsor,42.3001,-83.0165,278.16,51,0,4.12,CA,1677462669
370,bosaso,11.2842,49.1816,296.22,75,39,3.2,SO,1677462748
371,sidney,-33.8679,151.2073,301.98,71,75,5.66,AU,1677462514
372,hirado,33.3597,129.5531,285.59,49,0,3.94,JP,1677462748
373,turbat,26.0023,63.044,294.64,52,34,0.82,PK,1677462748
374,port macquarie,-31.4333,152.9167,304.2,55,5,3.68,AU,1677462749
375,buala,-8.145,159.5921,303.59,67,96,1.58,SB,1677462749
376,san carlos de bariloche,-41.1456,-71.3082,287.01,51,0,8.75,AR,1677462696
377,walvis bay,-22.9575,14.5053,290.68,88,83,4.12,NA,1677462749
378,thinadhoo,0.5333,72.9333,300.85,77,90,5.51,MV,1677462750
379,codrington,-38.2667,141.9667,290.18,69,92,5.79,AU,1677462750
380,atikokan,48.7555,-91.6216,261.54,91,11,2.98,CA,1677462750
381,puerto varas,-41.3195,-72.9854,287.27,77,100,2.06,CL,1677462751
382,verkhnevilyuysk,63.4453,120.3167,242.24,93,98,2.87,RU,1677462751
383,saint-augustin,51.226,-58.6502,249.17,91,5,2.95,CA,1677462751
384,kindu,-2.95,25.95,293.28,98,100,0.96,CD,1677462752
385,severo-yeniseyskiy,60.3725,93.0408,258.11,95,100,2.18,RU,1677462752
386,beberibe,-4.1797,-38.1306,298.22,90,71,4.2,BR,1677462752
387,ishinomaki,38.4167,141.3,280.15,47,4,8.15,JP,1677462753
388,lichuan,30.3,108.85,279.62,54,9,1.63,CN,1677462753
389,privodino,61.0781,46.5044,266.93,95,100,3.37,RU,1677462753
390,staryy nadym,65.6118,72.6842,248.46,100,96,1.64,RU,1677462754
391,krasnoselkup,65.7,82.4667,250.66,100,87,2.99,RU,1677462754
392,xiaoweizhai,26.1903,107.5125,284.67,52,0,1.79,CN,1677462754
393,hit,33.6416,42.8251,288.78,44,0,4.42,IQ,1677462755
394,flin flon,54.7682,-101.865,262.28,93,100,5.15,CA,1677462755
395,geraldton,-28.7667,114.6,307.38,16,100,5.66,AU,1677462755
396,tongzi,28.7829,105.0877,287.57,50,97,1.2,CN,1677462756
397,bonthe,7.5264,-12.505,296.46,88,86,2.05,SL,1677462756
398,saint anthony,45.0205,-93.218,272.67,53,0,5.14,US,1677462756
399,farafangana,-22.8167,47.8333,296.37,92,97,1.74,MG,1677462757
400,raudeberg,61.9875,5.1352,276.96,9,99,2.13,NO,1677462757
401,lata,40.1629,-8.3327,278.66,94,0,1.24,PT,1677462757
402,ostrovnoy,68.0531,39.5131,258.7,97,83,4.03,RU,1677462758
403,rudsar,37.1376,50.288,281.14,67,0,2.34,IR,1677462758
404,korla,41.7597,86.1469,276.43,43,91,0.98,CN,1677462758
405,mongu,-15.2484,23.1274,291.98,93,100,1.71,ZM,1677462758
406,sorong,-0.8833,131.25,302.17,75,93,5.56,ID,1677462759
407,grootfontein,-19.5667,18.1167,291.91,68,19,1.03,NA,1677462759
408,mazagao,-0.115,-51.2894,300.18,96,100,1.61,BR,1677462759
409,kaeo,-35.1,173.7833,293.25,88,21,1.34,NZ,1677462760
410,sawakin,19.1059,37.3321,295.48,69,81,4.36,SD,1677462760
411,gryazovets,58.88,40.2525,266.72,95,99,4.04,RU,1677462760
412,marienburg,54.0359,19.0266,273.17,84,98,2.58,PL,1677462761
413,vardo,70.3705,31.1107,274.14,86,100,6.17,NO,1677462761
414,skoghall,59.3232,13.4655,274.1,81,100,4.05,SE,1677462761
415,katyr-yurt,43.1701,45.3711,272.68,61,23,2.07,RU,1677462762
416,beloha,-25.1667,45.05,295.91,95,83,2.45,MG,1677462762
417,peresichna,50.0241,35.9826,273.75,99,100,0.83,UA,1677462762
418,jibuti,11.5,42.5,293.87,85,82,5.03,DJ,1677462763
419,byron bay,-28.65,153.6167,302.01,58,4,5.37,AU,1677462172
420,sao jose da coroa grande,-8.8978,-35.1478,299.02,80,11,2.86,BR,1677462763
421,canaries,28.0,-15.5,287.13,82,20,5.66,ES,1677462764
422,kankan,10.3854,-9.3057,298.86,19,10,0.87,GN,1677462764
423,antofagasta,-23.65,-70.4,293.75,80,26,2.32,CL,1677462764
424,bengkulu,-3.8004,102.2655,298.31,85,100,1.86,ID,1677462765
425,norsup,-16.0667,167.3833,303.11,74,100,5.5,VU,1677462765
426,beyneu,45.3167,55.2,273.7,54,4,5.67,KZ,1677462765
427,ranong,9.9658,98.6348,298.11,61,49,5.65,TH,1677462766
428,dalby,-27.1833,151.2667,303.48,31,0,2.37,AU,1677462766
429,jiexiu,37.0244,111.9125,279.7,63,8,1.14,CN,1677462766
430,novyy urengoy,66.0833,76.6333,246.55,100,92,0.55,RU,1677462481
431,fayaoue,-20.65,166.5333,300.03,80,30,10.1,NC,1677462767
432,jilin,43.0,126.0,273.28,63,5,5.91,CN,1677462767
433,luyang,27.6239,110.0989,285.27,56,12,0.49,CN,1677462768
434,healesville,-37.65,145.5167,294.13,65,84,2.41,AU,1677462768
435,nuuk,64.1835,-51.7216,261.97,72,100,10.73,GL,1677462768
436,ilulissat,69.2167,-51.1,257.16,51,99,0.51,GL,1677462768
437,los llanos de aridane,28.6585,-17.9182,288.01,86,0,3.13,ES,1677462769
438,colac,-38.3333,143.5833,289.36,62,100,3.47,AU,1677462769
439,port maria,18.3685,-76.8895,300.13,92,0,2.75,JM,1677462769
440,bay roberts,47.5999,-53.2648,260.1,63,97,1.79,CA,1677462770
441,san anselmo,37.9747,-122.5616,282.71,84,0,9.26,US,1677462770
442,santiago,-33.4569,-70.6483,299.42,33,0,3.09,CL,1677462600
443,disna,55.568,28.1971,264.43,95,98,3.47,BY,1677462770
444,port hedland,-20.3167,118.5667,306.18,55,40,2.57,AU,1677462771
445,pierre,44.3683,-100.351,276.66,78,0,3.09,US,1677462505
446,fukue,32.6881,128.8419,282.35,57,20,3.6,JP,1677462771
447,rio gallegos,-51.6226,-69.2181,287.18,77,100,2.57,AR,1677462771
448,abu kamal,34.4506,40.9171,287.8,43,0,1.9,SY,1677462772
449,estelle,29.8458,-90.1067,296.48,81,75,3.6,US,1677462772
450,leningradskiy,69.3833,178.4167,246.45,90,18,2.57,RU,1677462772
451,atkinson,42.8384,-71.147,270.5,87,0,2.06,US,1677462773
452,bathsheba,13.2167,-59.5167,297.49,78,20,4.63,BB,1677462773
453,el doncello,1.6782,-75.2847,299.68,49,89,1.48,CO,1677462773
454,komsomolskiy,40.4272,71.7189,273.55,93,0,2.06,UZ,1677462774
455,norman wells,65.282,-126.8329,256.17,85,20,3.6,CA,1677462774
456,zhoucheng,35.9122,116.3117,281.27,35,0,6.09,CN,1677462774
457,zhezkazgan,47.8043,67.7144,257.14,78,40,6.0,KZ,1677462775
458,kupang,-10.1667,123.5833,303.47,79,75,7.72,ID,1677462775
459,padang,-0.9492,100.3543,299.18,67,100,1.62,ID,1677462775
460,sakakah,29.9697,40.2064,288.91,39,0,3.97,SA,1677462776
461,babylon,40.6957,-73.3257,279.29,83,0,3.13,US,1677462776
462,novoilinsk,51.6829,108.7143,264.61,82,56,4.77,RU,1677462776
463,tambopata,-12.7333,-69.1833,296.32,97,97,0.41,PE,1677462776
464,inhambane,-23.865,35.3833,296.89,92,100,7.76,MZ,1677462777
465,lamar,33.6668,-95.5836,294.06,100,0,6.17,US,1677462777
466,pemberton,50.3164,-122.8027,273.98,86,43,1.96,CA,1677462777
467,yumen,40.2833,97.2,273.46,53,92,6.93,CN,1677462778
468,amarante do maranhao,-5.5667,-46.7422,295.27,97,100,1.32,BR,1677462778
469,kokopo,-4.352,152.2633,301.21,77,100,1.3,PG,1677462700
470,chapais,49.7834,-74.8492,252.03,99,94,1.14,CA,1677462778
471,ketchikan,55.3422,-131.6461,275.14,80,75,4.63,US,1677462779
472,novopokrovka,49.8425,36.5477,274.1,99,100,0.03,UA,1677462779
473,northam,51.0333,-4.2167,276.27,80,0,4.12,GB,1677462779
474,glabbeek,50.8736,4.9421,273.18,85,12,3.09,BE,1677462780
475,sibolga,1.7427,98.7792,300.9,64,69,0.56,ID,1677462780
476,sevierville,35.8681,-83.5618,287.99,90,100,0.0,US,1677462718
477,jinxi,30.4323,116.2922,282.95,38,0,1.27,CN,1677462780
478,batangafo,7.3008,18.2833,295.8,20,100,0.57,CF,1677462781
479,baruun-urt,46.6806,113.2792,270.52,56,75,3.75,MN,1677462781
480,masyaf,35.0653,36.3406,283.18,64,1,2.48,SY,1677462781
481,bom jesus,-9.0744,-44.3586,297.05,74,100,0.62,BR,1677462781
482,santa catalina,9.3337,122.8637,300.14,80,91,6.42,PH,1677462782
483,trelew,-43.249,-65.3051,293.91,30,0,4.53,AR,1677462581
484,shingu,33.7333,135.9833,283.68,39,0,2.26,JP,1677462782
485,port hardy,50.6996,-127.4199,274.25,100,75,2.57,CA,1677462783
486,salinas,36.6777,-121.6555,284.52,76,100,6.69,US,1677462748
487,kidal,18.4411,1.4078,295.64,12,100,4.46,ML,1677462783
488,manoel urbano,-8.8389,-69.2597,296.28,97,58,0.86,BR,1677462783
489,taman,45.2117,36.7161,281.56,84,68,7.3,RU,1677462784
490,xining,36.6167,101.7667,275.03,57,100,0.95,CN,1677462784
491,hoshcha,50.6003,26.6744,271.92,77,100,1.96,UA,1677462784
492,les cayes,18.2,-73.75,295.39,78,1,1.21,HT,1677462785
493,shurob,40.0491,70.5489,273.72,69,2,1.1,TJ,1677462785
494,igra,57.5558,53.0547,273.2,97,100,5.06,RU,1677462786
495,soma,39.1855,27.6094,283.5,69,100,2.26,TR,1677462786
496,lasa,46.6166,10.7002,272.42,75,100,0.9,IT,1677462786
497,sars,56.5502,57.1366,270.69,94,100,8.15,RU,1677462787
498,maceio,-9.6658,-35.7353,298.84,88,20,2.06,BR,1677462609
499,pokhara,28.2333,83.9833,289.27,33,6,1.17,NP,1677462743
500,poya,-21.35,165.15,300.8,72,72,5.7,NC,1677462787
501,binghamton,42.0987,-75.918,274.38,69,0,3.6,US,1677462788
502,saint austell,50.3383,-4.7658,275.46,69,0,3.09,GB,1677462788
503,dom pedrito,-30.9828,-54.6731,295.27,45,0,2.16,BR,1677462788
504,wladyslawowo,54.7909,18.4009,273.97,70,92,5.76,PL,1677462788
505,sedalia,38.7045,-93.2283,286.66,95,100,3.6,US,1677462686
506,dingle,10.9995,122.6711,300.07,81,69,8.73,PH,1677462789
507,svetlogorsk,52.6333,29.7333,270.22,80,74,2.32,BY,1677462789
508,amberley,39.2048,-84.428,283.38,71,0,0.45,US,1677462790
509,rio branco,-9.9747,-67.81,299.49,89,20,1.54,BR,1677462722
510,meadow lake,34.8014,-106.5436,275.86,45,3,10.7,US,1677462790
511,kazachinskoye,57.6953,93.2761,263.21,94,100,2.8,RU,1677462791
512,machiques,10.0644,-72.545,297.83,71,32,4.69,VE,1677462791
513,miramar,25.9873,-80.2323,298.16,73,0,3.6,US,1677462791
514,tsumeb,-19.2333,17.7167,292.61,62,33,0.68,NA,1677462792
515,alta floresta,-9.8756,-56.0861,294.77,96,74,1.27,BR,1677462792
516,aksarka,66.5606,67.7975,247.38,100,100,2.14,RU,1677462792
517,jumla,29.2747,82.1838,277.1,52,0,1.3,NP,1677462793
518,lengshuijiang,27.6881,111.4294,285.64,46,1,1.23,CN,1677462793
519,tabou,4.423,-7.3528,298.66,90,100,3.16,CI,1677462793
520,kahuta,33.5913,73.3868,286.4,56,4,3.27,PK,1677462794
521,karabash,55.4808,60.2157,269.48,88,100,4.05,RU,1677462794
522,rawson,-43.3002,-65.1023,293.58,35,0,4.74,AR,1677462794
523,port pirie,-33.1833,138.0167,299.46,34,2,3.17,AU,1677462795
524,veraval,20.9,70.3667,295.82,49,0,4.05,IN,1677462795
525,madang,-5.2246,145.7966,303.04,67,83,2.63,PG,1677462795
526,floresti,47.8933,28.3014,275.41,97,100,3.64,MD,1677462796
527,poronaysk,49.2167,143.1167,268.96,70,100,2.37,RU,1677462796
528,arkhara,49.4212,130.0842,270.02,82,80,1.92,RU,1677462796
529,ferme-neuve,46.7001,-75.4493,266.98,96,100,2.01,CA,1677462797
530,gospic,44.5461,15.3747,275.98,93,100,4.34,HR,1677462797
531,flinders,-34.5833,150.8552,298.81,71,88,1.79,AU,1677462797
532,paita,-5.0892,-81.1144,298.21,79,100,3.68,PE,1677462798
533,kodinsk,58.6881,99.1844,261.49,93,100,2.99,RU,1677462798
534,makinsk,52.6292,70.4169,261.69,85,64,5.88,KZ,1677462798
535,ahuimanu,21.4447,-157.8378,299.99,69,75,7.2,US,1677462799
536,tura,25.5198,90.2201,294.26,24,0,1.65,IN,1677462799
537,boda,4.3189,17.4695,295.64,65,93,1.43,CF,1677462799
538,coxim,-18.5067,-54.76,297.05,90,100,1.9,BR,1677462800
539,union,40.6334,-74.2663,282.12,50,0,4.63,US,1677462800
540,isangel,-19.55,169.2667,302.89,76,17,6.22,VU,1677462800
541,pouebo,-20.4,164.5667,300.53,79,75,3.29,NC,1677462801
542,port moresby,-9.4431,147.1797,305.83,58,40,5.14,PG,1677462801
543,ortega,3.9361,-75.2217,299.15,65,10,1.75,CO,1677462801
544,pacific grove,36.6177,-121.9166,283.97,82,100,6.26,US,1677462802
545,ayagoz,47.9714,80.4392,253.44,84,76,2.91,KZ,1677462802
546,prince rupert,54.3161,-130.3201,275.2,69,75,3.6,CA,1677462750
547,tromso,69.6496,18.957,276.16,87,100,8.23,NO,1677462802
548,mananara,-16.1667,49.7667,295.82,94,20,1.7,MG,1677462803
549,nakamura,32.9833,132.9333,285.16,43,0,1.24,JP,1677462803
550,moose factory,51.2585,-80.6094,252.14,71,0,0.51,CA,1677462803
551,xai-xai,-25.0519,33.6442,295.81,91,99,2.69,MZ,1677462804
552,blackfoot,43.1905,-112.345,274.01,96,100,7.43,US,1677462804
553,christchurch,-43.5333,172.6333,295.26,59,40,4.12,NZ,1677462804
554,toora-khem,52.4675,96.11,255.45,97,100,1.4,RU,1677462805
555,fort nelson,58.8053,-122.7002,264.23,86,100,2.57,CA,1677462805
556,indianola,41.3581,-93.5574,282.09,78,99,3.58,US,1677462512
557,labuan,5.2767,115.2417,302.35,70,20,1.54,MY,1677462805
558,pervomayskoye,43.919,46.7102,275.81,87,16,1.22,RU,1677462806
559,aktash,50.3,87.7333,253.92,76,100,1.3,RU,1677462806
560,bongandanga,1.5,21.05,295.92,87,100,2.89,CD,1677462806
561,sept-iles,50.2001,-66.3821,259.15,80,0,2.06,CA,1677462807
562,zyryanskoye,56.8306,86.6258,263.73,94,100,3.44,RU,1677462808
563,tahe,52.3333,124.7333,268.23,85,100,1.38,CN,1677462809
564,airai,-8.9266,125.4092,292.2,80,100,2.76,TL,1677462809
565,evensk,61.95,159.2333,252.15,91,100,2.72,RU,1677462809
566,chihuahua,28.5,-106.0,290.36,14,1,13.64,MX,1677462604
567,namatanai,-3.6667,152.4333,302.37,71,100,2.86,PG,1677462810
568,kudahuvadhoo,2.6708,72.8944,300.56,65,42,7.37,MV,1677462810
569,pafos,34.7667,32.4167,285.03,71,0,4.12,CY,1677462695
570,malamig,12.95,121.3667,297.16,91,93,4.94,PH,1677462810
571,scarborough,54.2797,-0.4044,278.03,89,100,1.79,GB,1677462723
572,hervey bay,-25.2986,152.8535,302.05,67,100,3.63,AU,1677462728
573,beipiao,41.7919,120.7792,280.34,38,3,9.62,CN,1677462811
574,guadalajara,20.6667,-103.3333,293.78,27,78,0.52,MX,1677462702
575,ust-tsilma,65.441,52.1498,250.46,100,100,1.75,RU,1677462811
576,along,28.1667,94.7667,288.94,79,39,0.74,IN,1677462812
577,palu,-0.8917,119.8707,301.65,73,100,0.18,ID,1677462812
578,novikovo,51.1537,37.8879,272.14,95,99,1.68,RU,1677462812
579,sao filipe,14.8961,-24.4956,294.12,70,47,5.01,CV,1677462813
580,freeport,40.6576,-73.5832,281.13,76,0,4.12,US,1677462736
581,kapuskasing,49.4169,-82.4331,260.2,85,75,2.57,CA,1677462813
582,pimentel,-6.8367,-79.9342,298.31,65,75,5.66,PE,1677462813
583,horsham,51.064,-0.3272,275.54,76,0,2.06,GB,1677462814
584,yangjiang,21.85,111.9667,291.27,58,5,5.15,CN,1677462814
585,santa isabel do rio negro,-0.4139,-65.0192,296.33,98,98,1.22,BR,1677462814
586,olinda,-8.0089,-34.8553,301.0,69,75,3.09,BR,1677462558
